Graphene sheet in zig-zag direction

8948 atoms 

1 atom types 

#simulation box 
-1.302486 149.278486 xlo xhi
-0.698000 151.819000 ylo yhi
-100.000000 100.000000 zlo zhi

Masses

1 12.000000 

Atoms

6836 1 48.166211 117.279548 0.001895 
6837 1 50.258734 116.061538 0.001484 
6838 1 49.558805 117.277115 0.000700 
6839 1 51.657241 116.068782 0.000715 
6840 1 52.356613 117.274349 0.003942 
6841 1 54.450044 116.070963 0.001278 
6842 1 53.747980 117.278878 0.000602 
6843 1 55.840833 116.066858 0.000379 
6844 1 56.539035 117.273992 0.005377 
6845 1 58.634159 116.064857 0.009138 
6846 1 57.937621 117.275417 0.001828 
6847 1 60.031415 116.069513 0.009643 
6848 1 60.731367 117.278876 0.007497 
6849 1 62.821397 116.061046 0.007913 
6850 1 62.127140 117.272310 0.007036 
6851 1 64.222507 116.069682 0.003478 
6852 1 64.917306 117.272938 0.000133 
6853 1 67.010797 116.069578 0.001511 
6854 1 66.315525 117.270610 0.008462 
6855 1 68.413628 116.064011 0.002332 
6856 1 69.111351 117.278421 0.007798 
6857 1 71.201076 116.066824 0.005865 
6858 1 70.502205 117.278331 0.001552 
6859 1 72.593093 116.066232 0.005528 
6860 1 73.291637 117.271494 0.000603 
6861 1 75.388325 116.065899 0.000053 
6862 1 74.688614 117.273426 0.000135 
6863 1 76.787008 116.069492 0.004206 
6864 1 77.486110 117.279899 0.004332 
6865 1 79.581622 116.065352 0.002074 
6866 1 78.876024 117.277560 0.009443 
6867 1 80.976605 116.065067 0.009514 
6868 1 81.670692 117.277073 0.004907 
6869 1 83.763657 116.067138 0.006534 
6870 1 83.064140 117.275587 0.009563 
6871 1 85.164838 116.070713 0.006318 
6872 1 85.858059 117.274438 0.000068 
6873 1 87.951348 116.068695 0.006461 
6874 1 87.254480 117.279403 0.009786 
6875 1 89.348922 116.065417 0.007977 
6876 1 90.043205 117.278274 0.007463 
6877 1 92.141868 116.064030 0.005851 
6878 1 91.443749 117.272065 0.000571 
6879 1 93.534295 116.070890 0.008064 
6880 1 94.230430 117.275424 0.002647 
6881 1 96.329091 116.066821 0.000456 
6882 1 95.634758 117.274840 0.001942 
6883 1 97.729813 116.070026 0.006278 
6884 1 98.421690 117.279284 0.008985 
6885 1 100.512521 116.061881 0.002386 
6886 1 99.817344 117.278543 0.000151 
6887 1 101.910585 116.068213 0.000885 
6888 1 102.614620 117.271667 0.004516 
6889 1 104.702838 116.066477 0.009714 
6890 1 104.003488 117.278683 0.004884 
6891 1 106.101909 116.061034 0.004856 
6892 1 106.801314 117.275370 0.009865 
6893 1 108.893016 116.061497 0.001105 
6894 1 108.194715 117.271651 0.004555 
6895 1 110.290169 116.062150 0.000826 
6896 1 110.982190 117.270872 0.004141 
6897 1 113.080420 116.069562 0.002405 
6898 1 112.386434 117.273748 0.000190 
6899 1 114.479461 116.062644 0.000200 
6900 1 115.175853 117.277991 0.006816 
6901 1 117.266981 116.066351 0.001747 
6902 1 116.571323 117.272122 0.006844 
6903 1 118.663882 116.063296 0.005751 
6904 1 119.359308 117.272849 0.000764 
6905 1 121.455893 116.069705 0.006117 
6906 1 120.757668 117.276451 0.006171 
6907 1 122.851377 116.062655 0.009450 
6908 1 123.551100 117.279537 0.004699 
6909 1 125.649329 116.068917 0.004943 
6910 1 124.942137 117.272402 0.004379 
6911 1 127.044880 116.070132 0.006237 
6912 1 127.738692 117.278242 0.003626 
6913 1 129.834668 116.064483 0.001238 
6914 1 129.134664 117.270401 0.005467 
6915 1 131.233628 116.062846 0.000420 
6916 1 131.926456 117.273957 0.009702 
6917 1 134.022694 116.068302 0.001097 
6918 1 133.322950 117.279254 0.006721 
6919 1 135.416234 116.064188 0.009918 
6920 1 136.117544 117.273256 0.003782 
6921 1 138.209684 116.068324 0.004100 
6922 1 137.512137 117.279720 0.008562 
6923 1 139.603849 116.063731 0.008345 
6924 1 140.302922 117.274707 0.001452 
6925 1 142.393003 116.064030 0.009835 
6926 1 141.694777 117.272625 0.003628 
6927 1 143.794433 116.061963 0.000247 
6928 1 144.489117 117.279542 0.009053 
6929 1 146.587284 116.067557 0.006162 
6930 1 145.884136 117.277077 0.001875 
6931 1 147.984938 116.061581 0.003230 
6932 1 148.682535 117.271216 0.007500 
6933 1 0.004727 118.482025 0.006023 
6934 1 -0.695876 119.694958 0.002960 
6935 1 1.397918 118.482232 0.009334 
6936 1 2.100676 119.695514 0.009728 
6937 1 4.192279 118.482026 0.008546 
6938 1 3.493971 119.695344 0.006411 
6939 1 5.592652 118.482907 0.009937 
6940 1 6.285148 119.688404 0.003458 
6941 1 8.384301 118.487219 0.003277 
6942 1 7.687167 119.694292 0.000718 
6943 1 9.778787 118.482594 0.001535 
6944 1 10.470496 119.696140 0.008874 
6945 1 12.564120 118.481498 0.000534 
6946 1 11.869518 119.691738 0.007002 
6947 1 13.964415 118.487791 0.002034 
6948 1 14.659061 119.690353 0.006105 
6949 1 16.757958 118.484350 0.006520 
6950 1 16.061587 119.691059 0.002942 
6951 1 18.153185 118.486203 0.009114 
6952 1 18.849238 119.690250 0.001161 
6953 1 20.943242 118.479406 0.003298 
6954 1 20.243087 119.693850 0.008861 
6955 1 22.344986 118.484354 0.007552 
6956 1 23.038167 119.688241 0.002002 
6957 1 25.130266 118.484582 0.000771 
6958 1 24.434198 119.693776 0.008410 
6959 1 26.530744 118.487111 0.000759 
6960 1 27.227711 119.689059 0.007155 
6961 1 29.319176 118.485886 0.008766 
6962 1 28.618032 119.692294 0.003389 
6963 1 30.719857 118.486711 0.006584 
6964 1 31.413906 119.690379 0.001226 
6965 1 33.506094 118.485222 0.005924 
6966 1 32.815666 119.693148 0.009411 
6967 1 34.902310 118.484591 0.000840 
6968 1 35.606245 119.689754 0.005635 
6969 1 37.700135 118.488490 0.006496 
6970 1 36.995986 119.688825 0.003666 
6971 1 39.097844 118.481802 0.002275 
6972 1 39.787359 119.697017 0.004309 
6973 1 41.885611 118.479144 0.004774 
6974 1 41.190340 119.688579 0.003205 
6975 1 43.279858 118.486268 0.009673 
6976 1 43.983702 119.694265 0.008516 
6977 1 46.070888 118.482774 0.002303 
6978 1 45.379839 119.688073 0.006934 
6979 1 47.467792 118.486139 0.001277 
6980 1 48.162776 119.693682 0.008953 
6981 1 50.262109 118.487061 0.000340 
6982 1 49.564185 119.691614 0.001405 
6983 1 51.653284 118.479360 0.004019 
6984 1 52.359732 119.696901 0.006000 
6985 1 54.447972 118.479188 0.007722 
6986 1 53.752947 119.688401 0.007342 
6987 1 55.848113 118.479648 0.004866 
6988 1 56.547936 119.691897 0.007017 
6989 1 58.634148 118.483994 0.000556 
6990 1 57.934355 119.692893 0.002948 
6991 1 60.028648 118.486002 0.003156 
6992 1 60.733829 119.689807 0.000244 
6993 1 62.827764 118.483129 0.004806 
6994 1 62.124468 119.691728 0.008405 
6995 1 64.224804 118.481421 0.006968 
6996 1 64.916684 119.692408 0.000963 
6997 1 67.010991 118.488640 0.004167 
6998 1 66.319222 119.694265 0.007024 
6999 1 68.409545 118.482817 0.004538 
7000 1 69.111073 119.694790 0.001173 
7001 1 71.199699 118.487477 0.002748 
7002 1 70.502379 119.691180 0.001256 
7003 1 72.598400 118.485956 0.009301 
7004 1 73.297795 119.691201 0.006068 
7005 1 75.385411 118.479057 0.004207 
7006 1 74.694943 119.689559 0.003106 
7007 1 76.789609 118.488679 0.008548 
7008 1 77.486917 119.691389 0.008748 
7009 1 79.574693 118.486899 0.005592 
7010 1 78.874622 119.694088 0.007589 
7011 1 80.977573 118.479693 0.002174 
7012 1 81.673476 119.694710 0.005669 
7013 1 83.761482 118.488695 0.009923 
7014 1 83.065034 119.688538 0.009613 
7015 1 85.160285 118.481157 0.003119 
7016 1 85.863345 119.697729 0.000895 
7017 1 87.957656 118.485125 0.008013 
7018 1 87.259387 119.688781 0.009503 
7019 1 89.346421 118.481172 0.001095 
7020 1 90.047391 119.690535 0.008355 
7021 1 92.136985 118.486932 0.005613 
7022 1 91.438006 119.693332 0.002122 
7023 1 93.537866 118.483621 0.006886 
7024 1 94.232453 119.697374 0.006871 
7025 1 96.333305 118.483179 0.008139 
7026 1 95.630401 119.695625 0.000088 
7027 1 97.729950 118.479751 0.001696 
7028 1 98.423142 119.695791 0.003588 
7029 1 100.514934 118.480521 0.009053 
7030 1 99.816728 119.691419 0.000499 
7031 1 101.910046 118.484237 0.002373 
7032 1 102.611920 119.696130 0.003864 
7033 1 104.707829 118.486150 0.009997 
7034 1 104.002203 119.694592 0.005329 
7035 1 106.105572 118.485953 0.004675 
7036 1 106.796966 119.692208 0.003962 
7037 1 108.889035 118.483782 0.007761 
7038 1 108.194728 119.691191 0.003872 
7039 1 110.291063 118.487974 0.007551 
7040 1 110.983357 119.689174 0.000954 
7041 1 113.078725 118.479499 0.001653 
7042 1 112.387693 119.689776 0.004608 
7043 1 114.479234 118.483919 0.005615 
7044 1 115.177554 119.697681 0.003912 
7045 1 117.270518 118.479519 0.008930 
7046 1 116.574883 119.697921 0.003838 
7047 1 118.663432 118.486082 0.006149 
7048 1 119.366500 119.697431 0.009841 
7049 1 121.461026 118.479314 0.000868 
7050 1 120.757603 119.689096 0.003994 
7051 1 122.855379 118.487732 0.003260 
7052 1 123.555042 119.694483 0.004174 
7053 1 125.648296 118.488895 0.003790 
7054 1 124.946854 119.694168 0.004079 
7055 1 127.042245 118.485069 0.008053 
7056 1 127.739908 119.690729 0.004646 
7057 1 129.832324 118.482592 0.009115 
7058 1 129.133469 119.693380 0.002058 
7059 1 131.228980 118.480634 0.005222 
7060 1 131.929146 119.690973 0.005925 
7061 1 134.024441 118.488016 0.007797 
7062 1 133.320187 119.694334 0.007127 
7063 1 135.412033 118.485036 0.009422 
7064 1 136.110871 119.690256 0.009216 
7065 1 138.206008 118.482035 0.006793 
7066 1 137.508151 119.692578 0.005170 
7067 1 139.604263 118.483905 0.001876 
7068 1 140.299048 119.697408 0.001288 
7069 1 142.395344 118.487049 0.001411 
7070 1 141.699442 119.696691 0.009423 
7071 1 143.792582 118.481631 0.001842 
7072 1 144.492978 119.689239 0.001513 
7073 1 146.587020 118.483011 0.002492 
7074 1 145.884943 119.693329 0.001635 
7075 1 147.976192 118.479013 0.005005 
7076 1 148.683175 119.697459 0.003433 
7077 1 0.005423 120.900496 0.005031 
7078 1 -0.697104 122.108772 0.003785 
7079 1 1.403846 120.898459 0.003928 
7080 1 2.103282 122.108489 0.007319 
7081 1 4.191067 120.901729 0.006585 
7082 1 3.496837 122.110373 0.000235 
7083 1 5.588108 120.905403 0.009163 
7084 1 6.287800 122.114416 0.003567 
7085 1 8.384515 120.905911 0.006282 
7086 1 7.681992 122.108510 0.009963 
7087 1 9.778373 120.904544 0.008798 
7088 1 10.474632 122.108745 0.004740 
7089 1 12.564299 120.899285 0.005404 
7090 1 11.869996 122.113555 0.008320 
7091 1 13.965600 120.902657 0.005985 
7092 1 14.663660 122.110777 0.003408 
7093 1 16.760117 120.904981 0.002822 
7094 1 16.056122 122.108505 0.002135 
7095 1 18.153536 120.902257 0.003048 
7096 1 18.854338 122.106796 0.004009 
7097 1 20.949000 120.905747 0.002252 
7098 1 20.244343 122.115331 0.006505 
7099 1 22.338804 120.898178 0.007085 
7100 1 23.039764 122.107277 0.001649 
7101 1 25.135219 120.897278 0.002661 
7102 1 24.439616 122.106246 0.007957 
7103 1 26.531842 120.897972 0.007144 
7104 1 27.222465 122.106622 0.007892 
7105 1 29.323755 120.906874 0.009451 
7106 1 28.625329 122.115579 0.001298 
7107 1 30.718683 120.900801 0.005390 
7108 1 31.419373 122.114939 0.002247 
7109 1 33.504876 120.899154 0.006808 
7110 1 32.810327 122.110853 0.007204 
7111 1 34.903173 120.905365 0.008195 
7112 1 35.601031 122.114140 0.000262 
7113 1 37.700374 120.901893 0.001027 
7114 1 36.999789 122.107519 0.009196 
7115 1 39.095270 120.898458 0.002078 
7116 1 39.790921 122.108920 0.006626 
7117 1 41.881018 120.904699 0.002946 
7118 1 41.183613 122.108564 0.009706 
7119 1 43.278041 120.906053 0.001613 
7120 1 43.978713 122.115373 0.001357 
7121 1 46.075852 120.903642 0.007312 
7122 1 45.371758 122.109685 0.007082 
7123 1 47.468132 120.899457 0.008822 
7124 1 48.168948 122.112801 0.000310 
7125 1 50.262467 120.897563 0.007379 
7126 1 49.567845 122.113026 0.007449 
7127 1 51.657794 120.906489 0.000949 
7128 1 52.359151 122.110899 0.003332 
7129 1 54.452583 120.897263 0.002148 
7130 1 53.750847 122.114988 0.007233 
7131 1 55.848696 120.901070 0.000948 
7132 1 56.538294 122.111141 0.005007 
7133 1 58.639874 120.905164 0.007303 
7134 1 57.941710 122.109326 0.005877 
7135 1 60.036056 120.898623 0.005957 
7136 1 60.735472 122.110359 0.002612 
7137 1 62.829341 120.898784 0.009925 
7138 1 62.129219 122.111295 0.002805 
7139 1 64.217255 120.898326 0.007465 
7140 1 64.917416 122.109711 0.004092 
7141 1 67.016336 120.903188 0.001709 
7142 1 66.310901 122.108448 0.000899 
7143 1 68.405771 120.898832 0.002961 
7144 1 69.108283 122.113637 0.005128 
7145 1 71.202847 120.900083 0.002922 
7146 1 70.501836 122.109071 0.004124 
7147 1 72.596507 120.899313 0.009183 
7148 1 73.298209 122.115516 0.008295 
7149 1 75.386357 120.903027 0.005406 
7150 1 74.693794 122.114770 0.003678 
7151 1 76.788168 120.904102 0.006966 
7152 1 77.480367 122.107356 0.002952 
7153 1 79.573267 120.900850 0.009646 
7154 1 78.876266 122.108825 0.007257 
7155 1 80.969452 120.905454 0.007651 
7156 1 81.674106 122.114996 0.008861 
7157 1 83.760156 120.902558 0.007786 
7158 1 83.062793 122.108421 0.004554 
7159 1 85.160652 120.905892 0.002694 
7160 1 85.855249 122.108364 0.002570 
7161 1 87.948795 120.903701 0.005248 
7162 1 87.256839 122.110915 0.002824 
7163 1 89.349241 120.906248 0.007530 
7164 1 90.046969 122.114924 0.009166 
7165 1 92.140550 120.900263 0.003368 
7166 1 91.440566 122.108350 0.003600 
7167 1 93.534834 120.906857 0.004921 
7168 1 94.236908 122.107544 0.004433 
7169 1 96.325605 120.901014 0.005967 
7170 1 95.634448 122.115090 0.001442 
7171 1 97.725603 120.900883 0.003026 
7172 1 98.425493 122.115754 0.003565 
7173 1 100.517058 120.904955 0.006879 
7174 1 99.816624 122.112264 0.002863 
7175 1 101.909308 120.904598 0.006412 
7176 1 102.611161 122.112970 0.004426 
7177 1 104.701760 120.906538 0.000215 
7178 1 104.007728 122.115954 0.001678 
7179 1 106.101053 120.901094 0.009382 
7180 1 106.798916 122.113027 0.003637 
7181 1 108.891497 120.906365 0.007245 
7182 1 108.198289 122.110884 0.005677 
7183 1 110.291292 120.903671 0.002492 
7184 1 110.985001 122.110802 0.009577 
7185 1 113.082464 120.903806 0.009424 
7186 1 112.387980 122.110178 0.007658 
7187 1 114.476472 120.903740 0.000945 
7188 1 115.176855 122.108846 0.002344 
7189 1 117.266592 120.906694 0.007858 
7190 1 116.573061 122.115823 0.006912 
7191 1 118.662044 120.902137 0.004717 
7192 1 119.362693 122.115482 0.005935 
7193 1 121.453604 120.906662 0.006048 
7194 1 120.761751 122.111844 0.006936 
7195 1 122.856283 120.899190 0.002500 
7196 1 123.551936 122.107686 0.006625 
7197 1 125.647314 120.898419 0.004208 
7198 1 124.944132 122.108817 0.006853 
7199 1 127.043627 120.900550 0.005977 
7200 1 127.735720 122.108483 0.000526 
7201 1 129.829665 120.904942 0.000624 
7202 1 129.130944 122.110340 0.000118 
7203 1 131.225719 120.906814 0.005435 
7204 1 131.931154 122.115734 0.001225 
7205 1 134.016055 120.897142 0.009731 
7206 1 133.321602 122.110444 0.004315 
7207 1 135.414052 120.901706 0.006912 
7208 1 136.114463 122.110175 0.002303 
7209 1 138.212604 120.906400 0.003164 
7210 1 137.515706 122.114882 0.008221 
7211 1 139.606446 120.905350 0.000474 
7212 1 140.303914 122.115924 0.002564 
7213 1 142.393062 120.899428 0.003228 
7214 1 141.699581 122.108963 0.007087 
7215 1 143.792358 120.905462 0.002491 
7216 1 144.494210 122.114257 0.002551 
7217 1 146.587336 120.903638 0.007859 
7218 1 145.889538 122.115973 0.007704 
7219 1 147.984812 120.900506 0.008098 
7220 1 148.683703 122.108371 0.004227 
7221 1 0.009965 123.321118 0.000185 
7222 1 -0.688418 124.524548 0.009686 
7223 1 1.400160 123.323510 0.008875 
7224 1 2.098818 124.524902 0.004914 
7225 1 4.194272 123.321052 0.005794 
7226 1 3.496726 124.527908 0.000400 
7227 1 5.584885 123.324914 0.002629 
7228 1 6.282437 124.531383 0.003537 
7229 1 8.383629 123.322841 0.000283 
7230 1 7.686034 124.533135 0.009553 
7231 1 9.781368 123.323859 0.008361 
7232 1 10.479108 124.529680 0.008810 
7233 1 12.566106 123.322858 0.004195 
7234 1 11.872310 124.533951 0.001428 
7235 1 13.963689 123.315168 0.005157 
7236 1 14.664177 124.525470 0.001074 
7237 1 16.761575 123.324010 0.008016 
7238 1 16.054884 124.524252 0.008348 
7239 1 18.149474 123.324255 0.009335 
7240 1 18.847071 124.532776 0.004063 
7241 1 20.941391 123.322967 0.001329 
7242 1 20.246882 124.531587 0.009567 
7243 1 22.345423 123.318220 0.009240 
7244 1 23.040268 124.530447 0.006113 
7245 1 25.128479 123.321768 0.009660 
7246 1 24.439241 124.528163 0.003220 
7247 1 26.525241 123.322484 0.003177 
7248 1 27.222295 124.531297 0.006828 
7249 1 29.321145 123.323080 0.008954 
7250 1 28.627924 124.528045 0.002381 
7251 1 30.713370 123.319330 0.008402 
7252 1 31.416836 124.527037 0.003722 
7253 1 33.505781 123.318588 0.002558 
7254 1 32.809841 124.525962 0.004476 
7255 1 34.900826 123.317613 0.004726 
7256 1 35.602328 124.524204 0.001585 
7257 1 37.698616 123.320850 0.001812 
7258 1 36.997493 124.530272 0.005119 
7259 1 39.096417 123.316023 0.009614 
7260 1 39.787540 124.531350 0.009924 
7261 1 41.884698 123.319641 0.006104 
7262 1 41.191597 124.526820 0.009332 
7263 1 43.278551 123.322822 0.003081 
7264 1 43.976712 124.525466 0.009833 
7265 1 46.068628 123.322469 0.003031 
7266 1 45.376864 124.530446 0.001185 
7267 1 47.468356 123.317802 0.001299 
7268 1 48.167441 124.527311 0.000643 
7269 1 50.256876 123.319095 0.007316 
7270 1 49.566446 124.528082 0.006984 
7271 1 51.656325 123.317173 0.007188 
7272 1 52.354105 124.533180 0.006449 
7273 1 54.447832 123.318555 0.001674 
7274 1 53.751765 124.530913 0.006076 
7275 1 55.849464 123.322574 0.002083 
7276 1 56.544130 124.531048 0.008538 
7277 1 58.636915 123.323624 0.006832 
7278 1 57.935220 124.533384 0.000069 
7279 1 60.029625 123.321314 0.002060 
7280 1 60.732816 124.529504 0.007829 
7281 1 62.822709 123.317495 0.009355 
7282 1 62.123500 124.526232 0.005695 
7283 1 64.222688 123.317858 0.005243 
7284 1 64.916203 124.529656 0.003648 
7285 1 67.012901 123.319394 0.009343 
7286 1 66.319450 124.532489 0.001015 
7287 1 68.412250 123.317876 0.005273 
7288 1 69.103030 124.528515 0.003019 
7289 1 71.202161 123.318586 0.006113 
7290 1 70.506532 124.532539 0.005465 
7291 1 72.598389 123.318159 0.000779 
7292 1 73.290117 124.530373 0.004811 
7293 1 75.384464 123.320505 0.003428 
7294 1 74.686202 124.530446 0.005496 
7295 1 76.784149 123.323047 0.001586 
7296 1 77.485522 124.528874 0.004203 
7297 1 79.578812 123.324943 0.009831 
7298 1 78.883981 124.529199 0.006647 
7299 1 80.976105 123.317273 0.006712 
7300 1 81.671186 124.526413 0.004384 
7301 1 83.766226 123.321633 0.006531 
7302 1 83.071197 124.530072 0.000570 
7303 1 85.160153 123.319730 0.002829 
7304 1 85.856712 124.529832 0.005354 
7305 1 87.951591 123.320482 0.000909 
7306 1 87.252868 124.528918 0.005599 
7307 1 89.348213 123.320112 0.003959 
7308 1 90.043487 124.532846 0.003547 
7309 1 92.141823 123.320884 0.006297 
7310 1 91.444047 124.531086 0.007214 
7311 1 93.536125 123.316856 0.000239 
7312 1 94.234058 124.532659 0.008749 
7313 1 96.332062 123.320464 0.006897 
7314 1 95.632790 124.532124 0.001306 
7315 1 97.721697 123.322017 0.003515 
7316 1 98.424298 124.532298 0.002577 
7317 1 100.520668 123.324511 0.004555 
7318 1 99.817262 124.525578 0.008101 
7319 1 101.916063 123.321879 0.002238 
7320 1 102.609335 124.524502 0.001661 
7321 1 104.703922 123.323932 0.006634 
7322 1 104.005292 124.532246 0.002422 
7323 1 106.105074 123.317915 0.006232 
7324 1 106.802068 124.524320 0.008793 
7325 1 108.897885 123.321493 0.003787 
7326 1 108.197313 124.533200 0.004954 
7327 1 110.285808 123.319734 0.000714 
7328 1 110.991163 124.529118 0.002546 
7329 1 113.080046 123.324592 0.006571 
7330 1 112.385693 124.525145 0.002640 
7331 1 114.480113 123.322587 0.004232 
7332 1 115.176896 124.530876 0.001828 
7333 1 117.264122 123.315283 0.001015 
7334 1 116.574431 124.525035 0.003207 
7335 1 118.667299 123.318659 0.005102 
7336 1 119.360588 124.529771 0.004676 
7337 1 121.459311 123.316049 0.009797 
7338 1 120.758154 124.531948 0.004309 
7339 1 122.856106 123.319847 0.005390 
7340 1 123.546109 124.530053 0.002297 
7341 1 125.646901 123.320170 0.001963 
7342 1 124.950390 124.524975 0.002709 
7343 1 127.040455 123.320739 0.001073 
7344 1 127.735105 124.524160 0.004254 
7345 1 129.831005 123.317720 0.006557 
7346 1 129.137661 124.533105 0.004790 
7347 1 131.232740 123.315831 0.006741 
7348 1 131.929399 124.527850 0.006589 
7349 1 134.016194 123.320983 0.003344 
7350 1 133.319141 124.530680 0.005431 
7351 1 135.413774 123.318959 0.004922 
7352 1 136.114379 124.530354 0.001527 
7353 1 138.213293 123.323702 0.002656 
7354 1 137.511091 124.528904 0.000415 
7355 1 139.604047 123.318785 0.001669 
7356 1 140.306495 124.530528 0.005188 
7357 1 142.399210 123.315812 0.009277 
7358 1 141.694340 124.526265 0.004998 
7359 1 143.789423 123.317522 0.009082 
7360 1 144.491377 124.532585 0.005233 
7361 1 146.588496 123.317384 0.001158 
7362 1 145.888472 124.525076 0.002855 
7363 1 147.976984 123.317863 0.009124 
7364 1 148.679138 124.526648 0.003425 
7365 1 0.004914 125.740919 0.002568 
7366 1 -0.691813 126.951960 0.000135 
7367 1 1.400588 125.738209 0.008773 
7368 1 2.095513 126.943852 0.009299 
7369 1 4.195842 125.734596 0.009367 
7370 1 3.490654 126.945805 0.006920 
7371 1 5.584279 125.741874 0.009166 
7372 1 6.286385 126.944282 0.006091 
7373 1 8.385254 125.739356 0.000548 
7374 1 7.687922 126.944956 0.002401 
7375 1 9.775859 125.735611 0.002247 
7376 1 10.473681 126.943743 0.007681 
7377 1 12.569837 125.736149 0.009043 
7378 1 11.874981 126.946348 0.000706 
7379 1 13.966450 125.741383 0.009037 
7380 1 14.664201 126.946250 0.000059 
7381 1 16.761701 125.738307 0.003407 
7382 1 16.059919 126.950913 0.004535 
7383 1 18.154942 125.742149 0.001114 
7384 1 18.848234 126.946882 0.007983 
7385 1 20.944411 125.734696 0.008831 
7386 1 20.242287 126.945588 0.008642 
7387 1 22.343352 125.739560 0.004961 
7388 1 23.034984 126.944629 0.004641 
7389 1 25.133119 125.738965 0.004706 
7390 1 24.434137 126.947132 0.001568 
7391 1 26.526424 125.734957 0.007000 
7392 1 27.227475 126.943014 0.003475 
7393 1 29.324838 125.734156 0.008697 
7394 1 28.625150 126.943677 0.008828 
7395 1 30.712773 125.740031 0.006695 
7396 1 31.416881 126.951886 0.000603 
7397 1 33.510216 125.737868 0.003047 
7398 1 32.807460 126.951555 0.009605 
7399 1 34.908738 125.740501 0.003799 
7400 1 35.604179 126.949104 0.000583 
7401 1 37.697650 125.738450 0.009739 
7402 1 36.995183 126.948346 0.001474 
7403 1 39.090144 125.733345 0.007741 
7404 1 39.788577 126.949857 0.006097 
7405 1 41.880296 125.742097 0.003740 
7406 1 41.186140 126.951246 0.004564 
7407 1 43.285677 125.734975 0.007854 
7408 1 43.982383 126.949717 0.003865 
7409 1 46.077483 125.738404 0.005470 
7410 1 45.372968 126.949491 0.001182 
7411 1 47.465653 125.742915 0.000673 
7412 1 48.169584 126.946326 0.001415 
7413 1 50.256501 125.742658 0.002284 
7414 1 49.561871 126.943480 0.005812 
7415 1 51.656328 125.734030 0.000051 
7416 1 52.353944 126.950810 0.002930 
7417 1 54.450875 125.740382 0.009036 
7418 1 53.753209 126.948439 0.006774 
7419 1 55.847319 125.741986 0.009338 
7420 1 56.542411 126.945511 0.009309 
7421 1 58.641540 125.733686 0.003418 
7422 1 57.934138 126.945961 0.006051 
7423 1 60.029461 125.737062 0.000755 
7424 1 60.732157 126.945324 0.000851 
7425 1 62.827512 125.740467 0.002314 
7426 1 62.125146 126.943618 0.000423 
7427 1 64.221538 125.739716 0.009876 
7428 1 64.922987 126.943485 0.000884 
7429 1 67.011526 125.741507 0.007033 
7430 1 66.311631 126.943979 0.009375 
7431 1 68.406624 125.733408 0.006488 
7432 1 69.105867 126.949045 0.000692 
7433 1 71.205310 125.735549 0.006725 
7434 1 70.500524 126.951445 0.003263 
7435 1 72.601368 125.735615 0.008423 
7436 1 73.296506 126.948345 0.002982 
7437 1 75.390532 125.742792 0.007013 
7438 1 74.689539 126.949403 0.002951 
7439 1 76.784701 125.740585 0.005407 
7440 1 77.486081 126.943508 0.002008 
7441 1 79.579643 125.735972 0.004973 
7442 1 78.880301 126.946242 0.001936 
7443 1 80.968683 125.734086 0.004384 
7444 1 81.669887 126.944519 0.006420 
7445 1 83.766474 125.739222 0.000302 
7446 1 83.064488 126.949131 0.007335 
7447 1 85.164884 125.738389 0.001916 
7448 1 85.861725 126.948184 0.009385 
7449 1 87.952919 125.736543 0.008142 
7450 1 87.253212 126.951762 0.003783 
7451 1 89.344927 125.733210 0.005292 
7452 1 90.042969 126.951148 0.007236 
7453 1 92.140580 125.735709 0.008314 
7454 1 91.438574 126.947553 0.005948 
7455 1 93.535070 125.736660 0.009937 
7456 1 94.236172 126.950167 0.006009 
7457 1 96.324542 125.733595 0.004343 
7458 1 95.632871 126.948733 0.003592 
7459 1 97.724913 125.734730 0.001119 
7460 1 98.423743 126.945715 0.003574 
7461 1 100.512954 125.742850 0.004232 
7462 1 99.821656 126.949453 0.008662 
7463 1 101.916094 125.738216 0.002562 
7464 1 102.614831 126.950479 0.000208 
7465 1 104.700600 125.739893 0.002607 
7466 1 104.002209 126.947917 0.000396 
7467 1 106.097027 125.736612 0.000079 
7468 1 106.798647 126.943168 0.007185 
7469 1 108.894676 125.738592 0.005672 
7470 1 108.194666 126.945708 0.000350 
7471 1 110.292648 125.742607 0.009100 
7472 1 110.989552 126.944858 0.003299 
7473 1 113.080708 125.738692 0.006027 
7474 1 112.380381 126.947764 0.003684 
7475 1 114.474716 125.742855 0.006479 
7476 1 115.173910 126.943159 0.003084 
7477 1 117.264414 125.736802 0.007237 
7478 1 116.573770 126.943005 0.009199 
7479 1 118.666872 125.734145 0.007588 
7480 1 119.365469 126.950177 0.005999 
7481 1 121.457679 125.741247 0.009658 
7482 1 120.754480 126.943619 0.008306 
7483 1 122.848105 125.739576 0.008531 
7484 1 123.549695 126.949217 0.003871 
7485 1 125.649310 125.737721 0.005245 
7486 1 124.942355 126.944217 0.008082 
7487 1 127.037107 125.737407 0.006765 
7488 1 127.738604 126.942204 0.006905 
7489 1 129.830272 125.735177 0.000801 
7490 1 129.135405 126.947941 0.000744 
7491 1 131.225822 125.737126 0.001678 
7492 1 131.930824 126.951105 0.004307 
7493 1 134.017308 125.738069 0.007958 
7494 1 133.323993 126.948804 0.004668 
7495 1 135.419120 125.735892 0.000285 
7496 1 136.114988 126.943953 0.009638 
